Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,2,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,35151947,,,0
H5,2018,2018,2018,2,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,4659621,,,0
H5,2018,2018,2018,2,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,6473431,,,0
H5,2018,2018,2018,2,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,219077,,,0
H5,2018,2018,2018,2,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,24171421,,,4
H5,2018,2018,2018,2,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,5759479,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,7386,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,0,,,,0,,525599,,,4
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,08,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,0,,,,0,,202337,,,0
H3,2018,2018,2018,2,0,2,Export,500,Montserrat,MSR,0,World,WLD,,,,,,,,08,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,0,,,,0,,74,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,09,"Coffee, tea, maté and spices",1,No Quantity,0,,,,0,,88428,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,143286,,,4
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,11,Products of the milling industry; malt; starches; inulin; wheat gluten,1,No Quantity,0,,,,0,,253950,,,4
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,91,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,20158,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,212068,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,282,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,138636,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,50638,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,446482,,,0
H3,2018,2018,2018,2,0,1,Import,500,Montserrat,MSR,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,471512,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,165644844,,,4
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,1288068411,,,4
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,95943293,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,26631007,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,317075192,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,1192211660,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,,,426361428,,,4
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,66890192,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,401450778,,,4
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,189936352,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,1288056,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,568693,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,617522798,,,4
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,234847918,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,31175267,,,4
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,63917849,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,160187665,,,4
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,157817207,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,13622614,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,8096418,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,1546438930,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,364496,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,81597683,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,2240638,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,143038665,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,53732880,,,0
H5,2018,2018,2018,2,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,84556888,,,0
H5,2018,2018,2018,2,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,236403256,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,,,29032613,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,1675496,,,4
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,,,25963585,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,2665923,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,5648944,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,18295,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,,,457357866,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,3995145,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,31880450,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,2512890,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,6712152,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,,,23627131,,,4
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,505098,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,,,159038747,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,,,18350685,,,4
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,321460,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,,,8816748,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,,,191861295,,,4
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,8543925,,,0
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,239300,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,7035516,,,0
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,,,66210141,,,4
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,1713974,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,488051,,,0
H5,2018,2018,2018,2,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,,,46695571,,,4
H5,2018,2018,2018,2,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,18095869,,,4
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,162405199,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,47319774,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,7955973,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,469875,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,259081594,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,44043707,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,91590912,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,10092813,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,85994189,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,14964895,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,584735,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,104405,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,226739227,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,,,182452633,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,8936849,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,3532158,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,24465014,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,22299324,,,4
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,37554493,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,83740359,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,464002140,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,8096423,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,133880588,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,23750520,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,204513729,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,170945867,,,0
H5,2018,2018,2018,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,194556094,,,0
H5,2018,2018,2018,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,23895740,,,0
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,62159107,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,,,710954,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,47529028,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,14691586,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,11741363,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,441751,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,,,73921295,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,46006,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,27499389,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,5708068,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,,,5880453,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,,,5398415,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,,,1128892,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,,,23401,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,39918257,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,,,1869525,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,,,90476,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,,,2274,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,79379332,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,1174204,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,28175246,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,588946,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,25543221,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,57149126,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,4856072,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,589241,,,4
H5,2018,2018,2018,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,30612732,,,4
H5,2018,2018,2018,2,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,,,9490041,,,4
H4,2018,2018,2018,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,24433888,,,0
H4,2018,2018,2018,2,0,2,Export,524,Nepal,NPL,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,43744586,,,0
H4,2018,2018,2018,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,60648688,,,0
H4,2018,2018,2018,2,0,2,Export,524,Nepal,NPL,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,10385692,,,4
H4,2018,2018,2018,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,17597800,,,4
H4,2018,2018,2018,2,0,2,Export,524,Nepal,NPL,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,1785,,,0
H4,2018,2018,2018,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,90926633,,,0
H4,2018,2018,2018,2,0,2,Export,524,Nepal,NPL,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,455820,,,0
H4,2018,2018,2018,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,281901822,,,4
